"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"Cab39",1191,1.81215545667661e-34,0.240713581931037,0.16,0.136,4.91692140060065e-30,"4hours",0.024,"CAB39"
"Cab39",1791,1.10680073859491e-49,0.266901126953268,0.172,0.132,3.00308244402957e-45,"12hours",0.04,"CAB39"
"Ccny",1195,1.47797208002713e-33,0.273783008816964,0.131,0.107,4.01018164473762e-29,"4hours",0.024,"CCNY"
"Senp6",1197,3.67491373299195e-33,-0.288839314163063,0.114,0.151,9.97114343172706e-29,"4hours",-0.037,"SENP6"
"Chd1",1199,2.34643521598368e-32,0.251207859869526,0.109,0.087,6.36658267152851e-28,"4hours",0.022,"CHD1"
"Ccdc148",2263,6.39527255055617e-85,0.48593932858496,0.135,0.09,1.7352293011424e-80,"2days",0.045,"CCDC148"
"Ccdc148",1622,1.19587408422793e-122,-0.57291881922567,0.06,0.105,3.24476515273564e-118,"12hours",-0.045,"CCDC148"
"Ccdc148",1200,7.29995860756326e-32,-0.290429309573774,0.072,0.101,1.98069776899014e-27,"4hours",-0.029,"CCDC148"
"Ccdc148",2725,5.19043695715881e-31,0.253129000154603,0.115,0.094,1.4083212595859e-26,"14days",0.021,"CCDC148"
"Man2a1",1201,1.10573170227321e-31,0.28413822141986,0.119,0.093,3.0001818277779e-27,"4hours",0.026,"MAN2A1"
"Crim1",1202,2.07061378459503e-31,0.265054582448579,0.132,0.116,5.61819638174168e-27,"4hours",0.016,"CRIM1"
"Crim1",3068,7.95864327378835e-60,-0.28566049214874,0.089,0.124,2.15941867947699e-55,"6weeks",-0.035,"CRIM1"
"Comt",1204,1.75179057336984e-30,0.246811747434956,0.109,0.089,4.75313336272439e-26,"4hours",0.02,"COMT"
"Hdac4",1209,7.54121995564596e-27,0.204118404745627,0.124,0.102,2.04615921056542e-22,"4hours",0.022,"HDAC4"
"E130308A19Rik",1210,1.92383066554786e-26,-0.21428562491971,0.081,0.108,5.219929744831e-22,"4hours",-0.027,"KIAA1958"
"Epc2",1212,3.20017874592261e-26,0.201913268380102,0.116,0.101,8.68304499131181e-22,"4hours",0.015,"EPC2"
"Ndfip1",1214,5.75888427813318e-26,0.211566821516709,0.103,0.087,1.56255807118588e-21,"4hours",0.016,"NDFIP1"
"Thada",2309,1.55377008723177e-40,-0.201462214637231,0.1,0.114,4.21584437768597e-36,"2days",-0.014,"THADA"
"Thada",1215,6.25989252722231e-26,-0.253871431559808,0.09,0.115,1.69849663941123e-21,"4hours",-0.025,"THADA"
"Epb41l4a",2616,1.12948002937339e-62,0.251476484973312,0.14,0.099,3.06461816369882e-58,"14days",0.041,"EPB41L4A"
"Epb41l4a",1217,1.63388041864573e-24,-0.238085823400541,0.083,0.109,4.43320773991145e-20,"4hours",-0.026,"EPB41L4A"
"Cacnb2",1219,2.82322718392666e-23,-0.26837950101184,0.083,0.102,7.66026231814821e-19,"4hours",-0.019,"CACNB2"
"Cacnb2",2334,8.88206676190892e-26,-0.217678213900713,0.09,0.101,2.40997117450875e-21,"2days",-0.011,"CACNB2"
"Cacnb2",3104,1.45403575190376e-51,0.349730639488266,0.127,0.093,3.94523520564046e-47,"6weeks",0.034,"CACNB2"
"Nckap5",2851,5.73212918880049e-197,0.564323026838428,0.211,0.151,1.55529861279724e-192,"6weeks",0.06,"NCKAP5"
"Nckap5",1220,1.37095815312733e-22,0.200254919051181,0.192,0.159,3.71982075688039e-18,"4hours",0.033,"NCKAP5"
"Nckap5",2099,1.96533105541642e-224,-0.615407986508263,0.125,0.17,5.33253275266137e-220,"2days",-0.045,"NCKAP5"
"Nckap5",1850,5.72224823345755e-37,-0.235856524482319,0.148,0.165,1.55261761318404e-32,"12hours",-0.017,"NCKAP5"
"Galnt18",1703,8.76471630449752e-81,-0.398863029946784,0.067,0.11,2.37813047489931e-76,"12hours",-0.043,"GALNT18"
"Galnt18",2661,4.63716887744042e-48,0.298143382173171,0.126,0.098,1.25820303151591e-43,"14days",0.028,"GALNT18"
"Galnt18",1223,3.36803528979533e-21,-0.242236059251131,0.081,0.106,9.13849015180166e-17,"4hours",-0.025,"GALNT18"
"Tmem164",1225,7.18513567572427e-19,-0.236813364464585,0.08,0.1,1.94954286289427e-14,"4hours",-0.02,"TMEM164"
"Tmem164",2296,4.01001732198398e-53,-0.241865207668989,0.087,0.1,1.08803799997391e-48,"2days",-0.013,"TMEM164"
"Phf12",1226,1.04544969596358e-18,-0.223853878092801,0.098,0.12,2.83661866005798e-14,"4hours",-0.022,"PHF12"
"Phf12",1888,6.65773697613056e-29,-0.201343681537852,0.095,0.121,1.8064437737335e-24,"12hours",-0.026,"PHF12"
"Lrch1",1227,2.0101251239546e-18,-0.238240747517395,0.114,0.141,5.45407249882601e-14,"4hours",-0.027,"LRCH1"
"Zfhx3",1229,5.63387235568828e-15,-0.225197696160197,0.093,0.109,1.5286385862689e-10,"4hours",-0.016,"ZFHX3"
"Wtap",1231,0,3.15775724589977,0.254,0.029,0,"12hours",0.225,"WTAP"
"Mt1",1232,0,2.45812481639678,0.124,0.014,0,"12hours",0.11,"MT1G"
"Actb",1238,0,1.61155601437364,0.107,0.022,0,"12hours",0.085,"ACTB"
"Plin2",1239,0,1.53210546011245,0.113,0.021,0,"12hours",0.092,"PLIN2"
"Rpl10a",1241,0,1.48595547085742,0.103,0.014,0,"12hours",0.089,"RPL10A"
"Vmp1",1242,0,1.47753220872848,0.149,0.046,0,"12hours",0.103,"VMP1"
"Slc12a8",1244,0,1.27086241387673,0.141,0.033,0,"12hours",0.108,"SLC12A8"
"Havcr1",1245,0,1.2543281331055,0.125,0.023,0,"12hours",0.102,"HAVCR1"
"Catspere2",1247,0,1.20159617843189,0.116,0.06,0,"12hours",0.056,"CATSPERE"
"Srpk1",1249,0,1.15084679117546,0.149,0.05,0,"12hours",0.099,"SRPK1"
"Cnbd2",1251,0,1.14273380489591,0.163,0.046,0,"12hours",0.117,"CNBD2"
"Fmnl2",1262,0,0.907412751720375,0.276,0.122,0,"12hours",0.154,"FMNL2"
"Fmnl2",2490,1.95341803270785e-112,-0.619155697707492,0.117,0.153,5.3002091481462e-108,"14days",-0.036,"FMNL2"
"Fmnl2",2291,2.38928550601425e-56,-0.267186718309063,0.143,0.148,6.48284836346845e-52,"2days",-0.005,"FMNL2"
"Srsf2",2421,3.36161454103263e-183,-0.590185086343452,0.08,0.119,9.12106873418385e-179,"14days",-0.039,"SRSF2"
"Srsf2",2261,8.14993119144183e-87,-0.404197890803719,0.09,0.117,2.21132083017391e-82,"2days",-0.027,"SRSF2"
"Srsf2",1277,0,0.634514061906787,0.199,0.096,0,"12hours",0.103,"SRSF2"
"Dmxl1",1281,0,0.522197850396287,0.484,0.318,0,"12hours",0.166,"DMXL1"
"Dmxl1",2394,1.79234775370714e-239,-0.336540616531545,0.315,0.35,4.8631771601336e-235,"14days",-0.035,"DMXL1"
"Svopl",1933,0,0.698505528224054,0.227,0.107,0,"2days",0.12,"SVOPL"
"Svopl",1333,0,-1.06213645931725,0.049,0.142,0,"12hours",-0.093,"SVOPL"
"Foxo3",1343,0,-1.14033333123044,0.166,0.301,0,"12hours",-0.135,"FOXO3"
"Foxo3",2875,5.00520749998418e-159,0.47012967310791,0.33,0.268,1.35806295097071e-154,"6weeks",0.062,"FOXO3"
"Foxo3",2534,1.99201236020643e-89,0.259083224754491,0.308,0.274,5.4049271369481e-85,"14days",0.034,"FOXO3"
"Foxo3",1962,0,0.205537620103734,0.368,0.262,0,"2days",0.106,"FOXO3"
"Sik3",1417,1.11618201383932e-303,-0.411499247430222,0.382,0.444,3.02853665815022e-299,"12hours",-0.062,"SIK3"
"Podn",3171,2.65442790612573e-35,0.208662652246565,0.11,0.084,7.20225923769094e-31,"6weeks",0.026,"PODN"
"Podn",2399,8.32037758638453e-228,0.567045987466153,0.149,0.077,2.25756805051371e-223,"14days",0.072,"PODN"
"Podn",1421,3.35129328880791e-299,-0.892146125441017,0.03,0.1,9.09306408052251e-295,"12hours",-0.07,"PODN"
"Zhx3",3143,2.0688191628748e-41,-0.232607915637692,0.155,0.192,5.61332703462819e-37,"6weeks",-0.037,"ZHX3"
"Zhx3",2397,2.97409734864409e-234,0.560687581822041,0.267,0.169,8.06961833607601e-230,"14days",0.098,"ZHX3"
"Zhx3",1440,2.76158516516207e-274,-0.72318383409921,0.104,0.201,7.49300902863425e-270,"12hours",-0.097,"ZHX3"
"Zhx3",2011,2.13892767179521e-304,0.200176806116805,0.25,0.173,5.80355245188194e-300,"2days",0.077,"ZHX3"
"Pax8",3103,6.07403343647371e-52,-0.345303422181384,0.186,0.219,1.64806749231841e-47,"6weeks",-0.033,"PAX8"
"Pax8",1449,1.34590945725096e-260,0.720722556412292,0.274,0.201,3.65185613035903e-256,"12hours",0.073,"PAX8"
"Pax8",2132,3.17388121846792e-194,-0.34468881172684,0.214,0.213,8.61169191006901e-190,"2days",0.001,"PAX8"
"Msra",1455,1.20107614914211e-252,-0.639976433521312,0.148,0.219,3.25887991546728e-248,"12hours",-0.071,"MSRA"
"Msra",3125,5.85279118574013e-46,-0.221097279269708,0.189,0.212,1.58803783242687e-41,"6weeks",-0.023,"MSRA"
"Msra",2112,3.0408837485796e-212,0.448860026978615,0.29,0.191,8.25082987502103e-208,"2days",0.099,"MSRA"
"Cep170",1457,2.47902888173844e-251,0.495432043790508,0.106,0.042,6.7263490648209e-247,"12hours",0.064,"CEP170"
"Rbms1",1459,8.50509078569809e-249,0.740952456725763,0.212,0.123,2.30768628288346e-244,"12hours",0.089,"RBMS1"
"Rbms1",2539,2.56029827177643e-87,-0.430462113532094,0.122,0.141,6.946857300811e-83,"14days",-0.019,"RBMS1"
"Tnfrsf21",2877,2.64014378600671e-157,-0.516699517299514,0.156,0.212,7.16350213457201e-153,"6weeks",-0.056,"TNFRSF21"
"Tnfrsf21",1463,4.46013856196562e-245,-0.653259951406345,0.148,0.212,1.21016939601813e-240,"12hours",-0.064,"TNFRSF21"
"Tnfrsf21",2086,1.28464296106541e-236,0.221384660482729,0.268,0.189,3.48562174625877e-232,"2days",0.079,"TNFRSF21"
"Tnfrsf21",2348,0,0.798931230113316,0.284,0.186,0,"14days",0.098,"TNFRSF21"
"Kcnip4",2337,0,1.81435108040895,0.122,0.077,0,"14days",0.045,"KCNIP4"
"Kcnip4",1465,2.3648852226038e-240,-0.381601503880961,0.126,0.076,6.41664307449089e-236,"12hours",0.05,"KCNIP4"
"Gnb1",1468,1.7312912495105e-239,0.699927592998058,0.138,0.066,4.69751254729683e-235,"12hours",0.072,"GNB1"
"Msn",1473,7.6864921633222e-233,0.670781688913161,0.102,0.046,2.08557591867421e-228,"12hours",0.056,"MSN"
"Cdv3",1481,2.66420822519299e-217,0.640060773599171,0.133,0.065,7.22879617741614e-213,"12hours",0.068,"CDV3"
"Ptprm",2299,5.31494818537235e-51,-0.255293320274966,0.136,0.14,1.44210489113708e-46,"2days",-0.004,"PTPRM"
"Ptprm",1498,1.83636613948784e-205,0.539197370195501,0.211,0.126,4.98261224627237e-201,"12hours",0.085,"PTPRM"
"Ptprm",2532,1.74344114636708e-89,-0.445572911113177,0.125,0.142,4.73047886243781e-85,"14days",-0.017,"PTPRM"
"Manba",2061,1.90369238992822e-254,0.286013663674713,0.157,0.094,5.16528856159223e-250,"2days",0.063,"MANBA"
"Manba",1503,1.48425065573388e-200,-0.64443915184936,0.05,0.115,4.02721730420273e-196,"12hours",-0.065,"MANBA"
"Acsl4",1504,2.81232804951319e-200,0.627728488331672,0.105,0.06,7.63068969674414e-196,"12hours",0.045,"ACSL4"
"Rasal2",1506,2.17769358627884e-199,0.541489347970313,0.248,0.16,5.90873600765037e-195,"12hours",0.088,"RASAL2"
"Rasal2",3014,2.0404019146513e-74,-0.323991453186937,0.134,0.183,5.53622251502338e-70,"6weeks",-0.049,"RASAL2"
"Pawr",1517,1.25972806282182e-188,-0.619279943773656,0.064,0.132,3.41802015285444e-184,"12hours",-0.068,"PAWR"
"Pawr",2719,8.65712799973208e-33,0.24422847887401,0.143,0.116,2.34893854016731e-28,"14days",0.027,"PAWR"
"Rnf167",1524,1.71836751532913e-182,0.401123306580006,0.115,0.057,4.66244657934252e-178,"12hours",0.058,"RNF167"
"As3mt",1530,7.56503157064637e-180,0.478875732615357,0.122,0.064,2.05262001606348e-175,"12hours",0.058,"AS3MT"
"Plpp1",1534,2.26803205038271e-178,0.895125986987606,0.131,0.068,6.15385136230341e-174,"12hours",0.063,"PLPP1"
"Ywhae",3188,5.48003525175535e-29,-0.220122388213928,0.079,0.102,1.48689796485878e-24,"6weeks",-0.023,"YWHAE"
"Ywhae",1550,1.05235259801474e-162,0.567234363980481,0.152,0.088,2.85534830419341e-158,"12hours",0.064,"YWHAE"
"Pdgfd",1559,1.96385255755211e-155,-0.66180855052618,0.087,0.154,5.32852114440614e-151,"12hours",-0.067,"PDGFD"
"Pdgfd",2439,3.89826687912856e-157,0.579703016735023,0.203,0.131,1.05771675231395e-152,"14days",0.072,"PDGFD"
"Pdgfd",3206,1.88205559571408e-20,0.21310187313909,0.16,0.139,5.10658144785101e-16,"6weeks",0.021,"PDGFD"
"Tmcc3",2251,8.17531450734178e-97,-0.224948794385824,0.14,0.136,2.21820808527705e-92,"2days",0.004,"TMCC3"
"Tmcc3",1575,3.22632723198123e-149,-0.510659158865229,0.114,0.142,8.75399367853467e-145,"12hours",-0.028,"TMCC3"
"Tmcc3",2963,2.81163213099048e-90,0.288343859285747,0.146,0.135,7.62880146101647e-86,"6weeks",0.011,"TMCC3"
"Adgrl2",2730,3.4885231505556e-29,-0.240512900678054,0.127,0.136,9.46540986440252e-25,"14days",-0.00900000000000001,"ADGRL2"
"Adgrl2",1580,1.21634202988659e-142,0.564088568139857,0.185,0.125,3.3003008296913e-138,"12hours",0.06,"ADGRL2"
"Rab11fip5",2706,1.23834578857468e-35,-0.278027245343613,0.124,0.153,3.36000362813969e-31,"14days",-0.029,"RAB11FIP5"
"Rab11fip5",1583,1.21348039730826e-141,0.503980074168986,0.205,0.138,3.29253636201649e-137,"12hours",0.067,"RAB11FIP5"
"Rab11fip5",3096,2.20939757426196e-53,-0.295794617389868,0.117,0.156,5.99475843824497e-49,"6weeks",-0.039,"RAB11FIP5"
"Mid1",1584,6.23004965294553e-141,0.378492864449085,0.106,0.079,1.69039937233371e-136,"12hours",0.027,"MID1"
"Foxn3",2030,9.34177168482766e-283,0.373014415337483,0.265,0.168,2.53470291124429e-278,"2days",0.097,"FOXN3"
"Foxn3",1588,1.45052350029252e-138,-0.536607401367211,0.129,0.194,3.93570541334369e-134,"12hours",-0.065,"FOXN3"
"Cdk14",1593,3.5253263041747e-135,0.44675957653518,0.117,0.093,9.5652678611172e-131,"12hours",0.024,"CDK14"
"Cdk14",2330,2.38612444571824e-28,-0.263003142460168,0.081,0.1,6.47427145856731e-24,"2days",-0.019,"CDK14"
"Tfap2a",1596,9.15697997707946e-135,0.486375255850202,0.108,0.084,2.48456337718097e-130,"12hours",0.024,"TFAP2A"
"Arf4",1598,2.16841873050541e-134,0.555327096981231,0.135,0.081,5.88357054148033e-130,"12hours",0.054,"ARF4"
"Dnah7b",1601,2.06997909584618e-132,-0.380676139432778,0.068,0.1,5.61647428075944e-128,"12hours",-0.032,"DNAH7"
"Dnah7b",2952,2.79753587056485e-97,0.356460366889992,0.126,0.087,7.59055407760361e-93,"6weeks",0.039,"DNAH7"
"Raph1",1606,3.75913887130522e-129,0.515594790887677,0.111,0.061,1.01996714995125e-124,"12hours",0.05,"RAPH1"
"Mthfd1l",1611,2.90501917284206e-127,0.344723707527888,0.1,0.053,7.88218852167236e-123,"12hours",0.047,"MTHFD1L"
"Eif4g1",1614,7.28927798829689e-125,0.429466040614065,0.118,0.068,1.97779979656459e-120,"12hours",0.05,"EIF4G1"
"Uty",1615,4.51902849538675e-124,-0.476835076213077,0.12,0.184,1.22614800165329e-119,"12hours",-0.064,"UTY"
"Ppp6r3",1616,5.6391331578077e-124,-0.333267308423293,0.252,0.297,1.53006599970796e-119,"12hours",-0.045,"PPP6R3"
"Ppp6r3",2998,4.66498468379095e-80,0.305395143562659,0.333,0.28,1.265750294253e-75,"6weeks",0.053,"PPP6R3"
"Igf2bp2",1623,1.92013443093398e-122,0.347990845447363,0.1,0.069,5.20990075145316e-118,"12hours",0.031,"IGF2BP2"
"Sipa1l1",1627,6.23256268446517e-120,-0.484812144791798,0.093,0.152,1.69108123317594e-115,"12hours",-0.059,"SIPA1L1"
"Rusc2",1628,1.13361364767448e-119,0.354161237596802,0.103,0.079,3.07583391023516e-115,"12hours",0.024,"RUSC2"
"Rbm26",2465,7.3369145291571e-133,-0.358885424125064,0.127,0.144,1.9907250191962e-128,"14days",-0.017,"RBM26"
"Rbm26",1629,1.06368794843197e-117,0.276339434082223,0.187,0.132,2.88610451048045e-113,"12hours",0.055,"RBM26"
"Rbm26",3175,1.03227358295416e-33,0.256865463528678,0.164,0.136,2.80086791262951e-29,"6weeks",0.028,"RBM26"
"Arhgef3",1632,1.14281486022244e-113,-0.460640527480962,0.135,0.198,3.10079956024154e-109,"12hours",-0.063,"ARHGEF3"
"Zcchc7",1638,7.26375002465302e-111,0.382485504668595,0.285,0.216,1.9708732941891e-106,"12hours",0.069,"ZCCHC7"
"Cdc14b",1639,2.67572751432975e-110,-0.439429469372894,0.057,0.104,7.26005146463091e-106,"12hours",-0.047,"CDC14B"
"Slit2",1657,5.18902359210615e-103,-0.566427011163161,0.121,0.169,1.40793777124616e-98,"12hours",-0.048,"SLIT2"
"Slit2",2914,1.2032898697201e-118,0.488024479080675,0.195,0.154,3.26488640351155e-114,"6weeks",0.041,"SLIT2"
"Slit2",2194,4.96765012262408e-146,-0.411109413361415,0.152,0.163,1.34787250777159e-141,"2days",-0.011,"SLIT2"
"Ccnd3",1674,1.11667718684474e-95,-0.523472945724787,0.085,0.122,3.02988021106583e-91,"12hours",-0.037,"CCND3"
"Ccnd3",2559,5.26476099290986e-78,0.454726919979584,0.142,0.111,1.42848760020623e-73,"14days",0.031,"CCND3"
"Mark2",1675,2.19545402718785e-95,-0.383786182025507,0.198,0.254,5.9569254119688e-91,"12hours",-0.056,"MARK2"
"Mark2",2515,6.12532226502179e-97,0.295683057221241,0.303,0.233,1.66198369016836e-92,"14days",0.07,"MARK2"
"Mark2",1963,0,0.204984859154686,0.323,0.229,0,"2days",0.094,"MARK2"
"Gmeb2",1678,1.41184208804741e-91,0.23647417911731,0.127,0.084,3.83075113749903e-87,"12hours",0.043,"GMEB2"
"Pkp4",1680,2.67334586945197e-91,-0.253248395797252,0.272,0.295,7.25358934758402e-87,"12hours",-0.023,"PKP4"
"Kif2a",1681,7.64141674089443e-91,0.292293179877713,0.103,0.089,2.07334560430688e-86,"12hours",0.014,"KIF2A"
"Samd4",1683,1.19463184938629e-90,0.312331881595497,0.101,0.06,3.24139459693981e-86,"12hours",0.041,"SAMD4A"
"Ptpn12",1686,1.2187121198586e-88,0.400798778315008,0.101,0.07,3.30673159481235e-84,"12hours",0.031,"PTPN12"
"Lgr4",1687,1.7599453609863e-88,-0.448274176754107,0.07,0.104,4.77525974796412e-84,"12hours",-0.034,"LGR4"
"Lgr4",3170,9.32376280778367e-36,0.275514966463541,0.121,0.094,2.52981656263594e-31,"6weeks",0.027,"LGR4"
"Gls",1688,5.95550762032303e-88,0.416734679244725,0.128,0.082,1.61590788262225e-83,"12hours",0.046,"GLS"
"Gls",2278,7.11639903944617e-69,0.371572306234771,0.123,0.083,1.93089255137293e-64,"2days",0.04,"GLS"
"Taf4b",1690,1.5589365190671e-87,0.317633733140517,0.106,0.066,4.22986245718476e-83,"12hours",0.04,"TAF4B"
"Ptk2",1691,1.69946788914601e-87,0.327180053687139,0.18,0.127,4.61116622361988e-83,"12hours",0.053,"PTK2"
"Ptk2",2230,1.00475232537792e-116,-0.226677656093901,0.135,0.136,2.72619448444791e-112,"2days",-0.001,"PTK2"
"App",1692,2.36547989901325e-87,0.383347043596423,0.165,0.114,6.41825660999266e-83,"12hours",0.051,"APP"
"Spata13",1693,2.40701716054471e-87,-0.276641436029779,0.079,0.12,6.53095966170598e-83,"12hours",-0.041,"SPATA13"
"Mitf",2992,2.40109434736679e-82,0.294854565304618,0.126,0.104,6.51488929271031e-78,"6weeks",0.022,"MITF"
"Mitf",2266,1.00217486886772e-82,-0.378884149328932,0.073,0.115,2.71920107169878e-78,"2days",-0.042,"MITF"
"Mitf",1697,4.49260183304398e-86,-0.262107681894148,0.098,0.111,1.21897765535982e-81,"12hours",-0.013,"MITF"
"Mitf",2731,5.88739895219617e-29,0.216374803767381,0.131,0.104,1.59742795769939e-24,"14days",0.027,"MITF"
"Patj",1700,2.83822053388292e-85,-0.405982005475062,0.106,0.155,7.70094377458451e-81,"12hours",-0.049,"PATJ"
"Pde4dip",2121,1.0685136707883e-200,0.257759484163672,0.188,0.126,2.8991981429499e-196,"2days",0.062,"PDE4DIP"
"Pde4dip",1704,1.15888829374718e-80,-0.415249403404938,0.099,0.144,3.14441160742424e-76,"12hours",-0.045,"PDE4DIP"
"Gigyf2",2728,2.7247998869269e-30,0.205530351091789,0.183,0.151,7.39319953319877e-26,"14days",0.032,"GIGYF2"
"Gigyf2",1714,9.79509333662404e-75,-0.378110258730497,0.12,0.163,2.6577026750262e-70,"12hours",-0.043,"GIGYF2"
"Ank2",1717,5.44546856809868e-73,0.297267930203216,0.133,0.09,1.47751898658222e-68,"12hours",0.043,"ANK2"
"Ank2",2240,3.03079409046719e-107,-0.394645513443718,0.073,0.102,8.22345360566464e-103,"2days",-0.029,"ANK2"
"2610507B11Rik",1719,1.39955686760245e-72,-0.325025952139505,0.064,0.102,3.79741764886572e-68,"12hours",-0.038,"KIAA0100"
"2610507B11Rik",2681,1.60589590943087e-41,0.24847000433425,0.122,0.091,4.35727737105878e-37,"14days",0.031,"KIAA0100"
"Tpm1",1730,3.46564914140228e-68,0.308530424565574,0.114,0.076,9.40334581536681e-64,"12hours",0.038,"TPM1"
"Dync1li1",2084,8.84325709015147e-238,0.217416378171941,0.225,0.155,2.3994409462708e-233,"2days",0.07,"DYNC1LI1"
"Dync1li1",1731,3.82224909235307e-68,-0.319250907985605,0.139,0.172,1.03709084622816e-63,"12hours",-0.033,"DYNC1LI1"
"Cux1",1733,5.68019738655136e-68,0.239954037095463,0.383,0.32,1.54120795689298e-63,"12hours",0.063,"CUX1"
"Cux1",2964,5.53106740938084e-90,-0.252656829843923,0.3,0.337,1.5007445201873e-85,"6weeks",-0.037,"CUX1"
"Myo10",1737,1.22135556275201e-66,-0.380200465189354,0.078,0.117,3.31390404841502e-62,"12hours",-0.039,"MYO10"
"Gm28539",1741,1.56561132186487e-65,-0.346264163984071,0.08,0.12,4.24797319961596e-61,"12hours",-0.04,"C22orf39"
"Tmem126a",1745,5.40951821278386e-64,0.289223950810713,0.115,0.079,1.46776457667464e-59,"12hours",0.036,"TMEM126A"
"Rbm25",1748,8.33569098780214e-63,0.276012254127671,0.222,0.172,2.26172303572035e-58,"12hours",0.05,"RBM25"
"Hivep1",2667,6.46794811973608e-47,0.288450375901495,0.146,0.114,1.75494836332799e-42,"14days",0.032,"HIVEP1"
"Hivep1",1749,8.60096371488417e-63,-0.282585870466453,0.087,0.126,2.33369948475952e-58,"12hours",-0.039,"HIVEP1"
"Mical3",1752,1.699832102493e-62,-0.224776316682291,0.09,0.126,4.61215444369426e-58,"12hours",-0.036,"MICAL3"
"Dip2c",1756,1.88617859576612e-61,0.262940470044239,0.262,0.208,5.11776838389221e-57,"12hours",0.054,"DIP2C"
"Dip2c",2522,3.48128511598528e-93,-0.360222575851863,0.186,0.223,9.44577090520286e-89,"14days",-0.037,"DIP2C"
"Stam2",1759,8.8086438356451e-61,0.270499101513769,0.102,0.073,2.39004933192558e-56,"12hours",0.029,"STAM2"
"Zfp609",2002,1.11432506043729e-308,0.288735840061103,0.328,0.223,9.70347268138737e-307,"2days",0.105,"ZNF609"
"Zfp609",1760,1.41195606764684e-60,-0.250324261416839,0.218,0.245,3.83106039834617e-56,"12hours",-0.027,"ZNF609"
"Zmiz1",1769,9.03999954845284e-59,-0.371413625650128,0.069,0.104,2.45282307748171e-54,"12hours",-0.035,"ZMIZ1"
"Lima1",1999,1.11254790665203e-308,0.210988119206842,0.17,0.106,1.41038668071616e-308,"2days",0.064,"LIMA1"
"Lima1",1770,2.16482542700598e-58,-0.373278390924469,0.086,0.123,5.87382083109534e-54,"12hours",-0.037,"LIMA1"
"Pdpk1",2022,4.12782709182012e-291,0.291081489503025,0.167,0.098,1.12000332482355e-286,"2days",0.069,"PDPK1"
"Pdpk1",1773,2.01151582094694e-56,-0.318471581173163,0.079,0.116,5.45784587697532e-52,"12hours",-0.037,"PDPK1"
"Zfp407",1775,1.56754125494784e-55,0.308079453775969,0.17,0.128,4.25320968704998e-51,"12hours",0.042,"ZNF407"
"Zfp407",2716,2.73221029747064e-33,-0.268408854909617,0.114,0.139,7.41330620012709e-29,"14days",-0.025,"ZNF407"
"Copg2",3067,2.91318505615265e-60,0.25666209367802,0.113,0.094,7.90434501285898e-56,"6weeks",0.019,"COPG2"
"Copg2",1778,8.16291966177813e-55,-0.219396712331732,0.072,0.103,2.21484499183026e-50,"12hours",-0.031,"COPG2"
"Atp8b1",1781,4.98928474641883e-54,0.293879642568947,0.115,0.083,1.35374263024582e-49,"12hours",0.032,"ATP8B1"
"Evi5",1786,1.12944778679945e-52,-0.225950433916942,0.169,0.21,3.06453067992295e-48,"12hours",-0.041,"EVI5"
"Evi5",2140,6.12687587410114e-189,0.272634538457297,0.271,0.19,1.66240523091986e-184,"2days",0.081,"EVI5"
"Noc3l",1789,4.01317900908288e-50,0.235054881131756,0.107,0.077,1.08889586053446e-45,"12hours",0.03,"NOC3L"
"Nol10",1793,3.99093311145668e-49,0.244525352951617,0.11,0.079,1.08285988113154e-44,"12hours",0.031,"NOL10"
"Ntn1",1795,6.74831959545614e-49,-0.286028366476017,0.075,0.106,1.83102155583512e-44,"12hours",-0.031,"NTN1"
"Ntn1",2479,1.74540656190503e-121,0.357431355981914,0.148,0.092,4.73581162441692e-117,"14days",0.056,"NTN1"
"Ntn1",2239,1.0033108543349e-109,-0.227730510903995,0.093,0.102,2.72228334106688e-105,"2days",-0.009,"NTN1"
"Zhx2",1796,7.99097521448567e-49,-0.25089575248884,0.091,0.113,2.1681913049464e-44,"12hours",-0.022,"ZHX2"
"Zhx2",2578,2.07528373551738e-72,0.249252215334636,0.146,0.102,5.6308673595793e-68,"14days",0.044,"ZHX2"
"Ube2k",1800,6.1092616571185e-48,0.207078530848568,0.285,0.237,1.65762596542596e-43,"12hours",0.048,"UBE2K"
"Nbeal1",2971,1.61472172847985e-88,-0.252393480546234,0.084,0.124,4.38122446588439e-84,"6weeks",-0.04,"NBEAL1"
"Nbeal1",1801,8.45374555187108e-48,0.247837231133515,0.147,0.111,2.29375478058918e-43,"12hours",0.036,"NBEAL1"
"Adam10",1804,3.65476420998193e-47,0.302426604400056,0.103,0.072,9.91647173094396e-43,"12hours",0.031,"ADAM10"
"Qk",1806,5.60135688839852e-47,0.313934242680582,0.196,0.159,1.51981616452917e-42,"12hours",0.037,"QKI"
"Qk",2153,5.1287690600898e-180,-0.219396256378179,0.171,0.163,1.39158890907417e-175,"2days",0.00800000000000001,"QKI"
"Bcr",1810,2.32990702070844e-45,-0.21979391481166,0.078,0.108,6.32173671928822e-41,"12hours",-0.03,"BCR"
"Traf3",1814,4.81552916335123e-44,0.202153789008402,0.105,0.075,1.30659752789209e-39,"12hours",0.03,"TRAF3"
"Vgll4",1821,2.85615744552664e-42,-0.20295864601558,0.091,0.101,7.74961199694744e-38,"12hours",-0.01,"VGLL4"
